Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2026-01-16,Lucy,2014,https://boxd.it/cEPmEF,2.5,,,2026-01-06
2026-01-15,It,2017,https://boxd.it/cDNdv7,1,,,2026-01-15
2026-01-17,Upgrade,2018,https://boxd.it/cFiRkf,2,,,2026-01-16
2026-01-17,10 Things I Hate About You,1999,https://boxd.it/cFDoST,2.5,,,2026-01-16
2026-01-18,The Human Condition I: No Greater Love,1959,https://boxd.it/cH0oYx,3.5,,,2026-01-16
2026-01-17,Falcon Lake,2022,https://boxd.it/cFKmgn,3,Yes,,2026-01-17
2026-01-18,The Human Condition II: Road to Eternity,1959,https://boxd.it/cH1Kgz,4,,,2026-01-17
2026-01-19,The Human Condition III: A Soldier's Prayer,1961,https://boxd.it/cI8pNl,4.5,,,2026-01-17
2026-01-22,Inception,2010,https://boxd.it/cLdDf5,4,Yes,,2026-01-21
2026-01-23,The Game,1997,https://boxd.it/cLTHtz,3,,,2026-01-22
2026-01-25,Angst,1983,https://boxd.it/cO0QcJ,4,,,2026-01-24
2026-01-26,The Theory of Everything,2014,https://boxd.it/cPx7Rx,2,,,2026-01-26
2026-01-27,Django Unchained,2012,https://boxd.it/cQybCn,4,Yes,,2026-01-26
2026-01-27,Blue Velvet,1986,https://boxd.it/cQJE7v,4,,,2026-01-27
2026-01-31,The Fall,2006,https://boxd.it/cUr5zf,4,,,2026-01-30
2026-02-01,Bugonia,2025,https://boxd.it/cV50f5,3.5,,,2026-01-31
2026-02-01,Bronson,2008,https://boxd.it/cV50ZR,2.5,,,2026-01-31
2026-02-01,Citizen Kane,1941,https://boxd.it/cVaDKh,4,,,2026-01-31
2026-02-01,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/cVv9s5,3.5,,,2026-01-31
2026-02-01,Before Sunset,2004,https://boxd.it/cVFAMB,4,,,2026-02-01
2026-02-02,The Hourglass Sanatorium,1973,https://boxd.it/cWgLt5,4.5,,,2026-02-01
2026-02-02,Requiem for a Dream,2000,https://boxd.it/cWRrlT,4.5,,,2026-02-02
2026-02-07,Uncut Gems,2019,https://boxd.it/d0UOUT,4,,,2026-02-06
2026-02-07,Southpaw,2015,https://boxd.it/d12vOD,2.5,,,2026-02-06
2026-02-07,Ran,1985,https://boxd.it/d1jt4d,4.5,,,2026-02-07
2026-02-08,Saw,2004,https://boxd.it/d1O68j,2.5,,,2026-02-07
2026-02-08,Mulholland Drive,2001,https://boxd.it/d1ZRhJ,4.5,,,2026-02-07
2026-02-08,Naked,1993,https://boxd.it/d2moMf,5,,,2026-02-08
2026-02-09,Manic,2001,https://boxd.it/d3mf9n,5,Yes,,2026-02-09
2026-02-09,The Hunt,2012,https://boxd.it/d3vjgl,4.5,,,2026-02-09
2026-02-10,Alone,2008,https://boxd.it/d3SgrL,0.5,,,2026-02-09
2026-02-10,Perfect Days,2023,https://boxd.it/d4ghXL,4,,,2026-02-10
2026-02-14,Decalogue I,1989,https://boxd.it/d7eM8d,4,,,2026-02-14
2026-02-14,Decalogue II,1989,https://boxd.it/d7j1UJ,3,,,2026-02-14
2026-02-15,Sansho the Bailiff,1954,https://boxd.it/d8nbjP,3.5,,,2026-02-15
2026-02-15,Where the Dead Go to Die,2012,https://boxd.it/d8pSLL,0.5,,,2026-02-15
2026-02-16,Chekist,1992,https://boxd.it/d9Gmfh,5,,,2026-02-16
2026-02-17,Some Like It Hot,1959,https://boxd.it/daHsOD,2,,,2026-02-17
2026-02-18,Detachment,2011,https://boxd.it/dbh9CF,3.5,,,2026-02-17
2026-02-20,Decalogue III,1989,https://boxd.it/dd5bEd,2.5,,,2026-02-17
2026-02-20,Vivre Sa Vie,1962,https://boxd.it/ddd9Hv,4,,,2026-02-19
2026-02-20,Drive,2011,https://boxd.it/ddlk67,3.5,,,2026-02-20
2026-02-21,Possession,1981,https://boxd.it/ddMdy3,2,,,2026-02-20
2026-02-21,Johnny Got His Gun,1971,https://boxd.it/ddTtMJ,3,,,2026-02-20
2026-02-21,One Battle After Another,2025,https://boxd.it/dedRQv,4,,,2026-02-21
2026-02-22,Fargo,1996,https://boxd.it/deGg7V,2.5,,,2026-02-21
2026-02-22,Lilya 4-ever,2002,https://boxd.it/dfhAlH,4.5,,,2026-02-22
2026-02-23,My Dinner with Andre,1981,https://boxd.it/dge2gB,4.5,,,2026-02-22
2026-02-23,Sinners,2025,https://boxd.it/dgsCtz,1,,,2026-02-23
2026-02-24,Le Samouraï,1967,https://boxd.it/dhrczN,4,,,2026-02-24
2026-02-24,Schramm,1993,https://boxd.it/dhsSrN,2,,,2026-02-24
2026-02-25,High and Low,1963,https://boxd.it/dhX1P5,4.5,,,2026-02-24
2026-02-25,The Perks of Being a Wallflower,2012,https://boxd.it/dia28x,3,,,2026-02-25
2026-02-26,La Jetée,1962,https://boxd.it/diG2VX,4.5,,,2026-02-25
2026-02-26,Perfect Blue,1997,https://boxd.it/diP8Vd,4,,,2026-02-25
2026-03-02,Autumn Sonata,1978,https://boxd.it/dmdn2R,5,,,2026-03-01
2026-03-02,8½,1963,https://boxd.it/dms3lz,4,,,2026-03-02
2026-03-03,Spirited Away,2001,https://boxd.it/dn995D,3,,,2026-03-02
2026-03-03,Enemy,2013,https://boxd.it/dneTy7,3.5,,,2026-03-03
2026-03-04,Snatch,2000,https://boxd.it/dnUmUX,4,,,2026-03-04
2026-03-06,All Quiet on the Western Front,1930,https://boxd.it/dp6bxr,4,,,2026-03-05
2026-03-08,Incendies,2010,https://boxd.it/dqrdrV,4,,,2026-03-07
2026-03-08,Cinema Paradiso,1988,https://boxd.it/dqyajN,3,,,2026-03-07
2026-03-08,Cure,1997,https://boxd.it/dqMSnx,4.5,,,2026-03-07
2026-03-09,Gone Girl,2014,https://boxd.it/drWNOx,4,Yes,,2026-03-09
2026-03-11,Breathless,1960,https://boxd.it/dtdyDn,3.5,,,2026-03-10
2026-03-11,2001: A Space Odyssey,1968,https://boxd.it/dtihAh,5,Yes,,2026-03-10
2026-03-12,Decalogue IV,1989,https://boxd.it/dtQ6UX,3,,,2026-03-11
2026-03-12,The Gentlemen,2019,https://boxd.it/dtUiKj,3.5,,,2026-03-11
2026-03-13,The 400 Blows,1959,https://boxd.it/duzNK7,4,,,2026-03-12
2026-03-13,The Piano Teacher,2001,https://boxd.it/duDA6L,4,,,2026-03-12
2026-03-14,A Trip to the Moon,1902,https://boxd.it/dvyVJD,,,,2026-03-14
2026-03-15,Sherlock Jr.,1924,https://boxd.it/dw67H1,4,,,2026-03-14
2026-03-15,The Kingdom of the Fairies,1903,https://boxd.it/dw6R6F,,,,2026-03-14
2026-03-15,The Consequences of Feminism,1906,https://boxd.it/dw7Rnj,,,,2026-03-14
